No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
29269,999.99,15.29,16.48,13.06,1.82,2.17,8.24,19.47,2.55,13.00,24.78,2.81,7.84,7,180,0,83,5,270,1,125,1,86,0,129,0,140,0,210
29270,999.99,999.99,999.99,999.99,999.99,999.99,83.19,197.93,27.47,218.61,999.99,61.77,68.75,0,235,0,110,0,353,0,165,0,86,0,129,0,185,0,280
29271,999.99,999.99,999.99,30.94,29.01,29.01,6.16,6.74,2.03,4.52,7.37,7.49,7.25,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29272,999.99,999.99,1292.70,999.99,11.89,11.89,165.30,207.80,22.60,212.29,999.99,999.99,25.45,1,235,0,110,1,353,0,165,1,102,1,153,0,140,0,210
29273,999.99,9.83,9.83,999.99,10.59,10.59,16.59,57.40,39.30,48.57,75.20,999.99,3.70,9,235,1,110,0,353,0,165,53,94,1,141,9,140,0,210
29275,999.99,999.99,4521.12,999.99,9.77,9.77,181.08,175.74,15.12,214.59,999.99,71.89,25.17,1,235,0,110,8,353,0,165,0,86,3,129,0,185,2,280
29276,999.99,999.99,4521.12,999.99,9.77,9.77,181.08,175.74,15.12,214.59,999.99,71.89,25.17,1,235,0,110,8,353,0,165,0,86,3,129,0,185,2,280
29277,999.99,113.29,113.29,999.99,5.08,5.08,53.10,45.03,14.13,49.83,62.12,39.71,12.57,5,180,0,83,5,270,0,125,2,86,3,129,1,185,2,280
29278,999.99,101.78,101.78,999.99,12.77,12.77,25.93,102.68,6.24,96.93,79.17,77.76,9.68,6,235,0,110,4,353,0,165,3,102,2,153,1,140,0,210
29279,999.99,14.77,14.77,999.99,3.03,3.06,24.88,250.56,11.35,297.94,82.17,50.25,4.69,40,180,1,83,67,270,2,125,7,86,16,129,10,185,23,280
29280,999.99,8.64,8.64,999.99,4.90,4.90,11.17,41.27,9.37,32.21,14.45,28.38,2.71,33,180,2,83,6,270,0,125,1,86,0,129,2,185,0,280
29281,999.99,999.99,999.99,999.99,999.99,999.99,52.24,38.95,9.82,44.30,999.99,53.04,49.25,0,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
29282,999.99,27.52,27.52,999.99,17.65,17.65,30.82,224.27,30.04,189.62,999.99,999.99,3.19,7,180,0,83,1,270,0,125,2,102,0,153,1,140,0,210
29283,999.99,999.99,1942.12,999.99,39.12,39.12,85.72,66.34,21.59,75.89,999.99,83.49,27.11,2,235,0,110,2,353,0,165,1,102,2,153,1,140,2,210
29284,999.99,0.69,0.69,999.99,0.74,0.74,4.54,21.48,3.92,21.26,11.23,10.05,3.21,50,180,2,83,48,270,2,125,12,86,12,129,11,185,11,280
29286,999.99,999.99,999.99,999.99,23.63,23.63,471.88,31.47,14.37,39.35,999.99,36.85,100.00,0,235,0,110,4,353,0,165,0,86,1,129,0,140,1,210
29287,999.99,999.99,999.99,999.99,23.63,23.63,471.88,31.47,14.37,39.35,999.99,36.85,100.00,0,235,0,110,4,353,0,165,0,86,1,129,0,140,1,210
29288,999.99,999.99,999.99,19.56,11.73,11.73,26.41,52.65,4.14,46.18,60.98,23.96,5.27,2,180,0,83,3,270,0,125,1,102,2,153,0,140,1,210
29289,999.99,235.09,235.09,999.99,1.67,2.15,31.43,126.48,5.04,133.67,53.44,23.64,10.00,4,180,0,83,8,270,0,125,0,102,1,153,0,140,0,210
29290,999.99,999.99,999.99,999.99,999.99,999.99,18.04,32.41,15.48,27.78,37.57,37.62,6.28,5,235,0,110,7,353,1,165,3,86,2,129,1,185,1,280
29291,999.99,61.25,61.25,999.99,1.92,1.92,59.32,106.32,10.98,136.54,999.99,37.29,6.52,8,180,0,83,71,270,3,125,8,110,96,165,1,185,10,280
29292,999.99,999.99,999.99,999.99,999.99,999.99,26.27,300.68,16.57,337.23,93.25,67.65,6.65,1,235,0,110,1,353,0,165,0,86,0,129,0,140,0,210
29293,999.99,999.99,999.99,999.99,999.99,999.99,36.16,50.20,15.29,52.85,43.48,62.91,10.48,2,180,0,83,2,270,0,125,1,102,1,153,1,185,2,280
29294,999.99,999.99,999.99,999.99,35.64,35.64,67.26,70.18,8.20,84.28,999.99,999.99,49.25,0,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
29295,999.99,999.99,999.99,999.99,999.99,999.99,89.10,86.92,17.71,96.64,999.99,66.64,160.00,0,180,0,83,1,270,0,125,0,94,2,141,0,185,0,280
29296,999.99,999.99,999.99,999.99,999.99,999.99,40.09,30.75,12.24,29.21,51.26,59.83,9.07,1,235,0,110,0,353,0,165,0,110,0,165,0,140,0,210
29297,999.99,999.99,999.99,999.99,999.99,999.99,14.56,64.43,6.81,42.95,47.05,6.31,5.00,4,180,0,83,32,270,2,125,1,102,2,153,0,185,1,280
29298,999.99,233.41,233.41,999.99,14.54,14.54,76.69,340.40,18.51,417.77,999.99,999.99,18.08,1,180,0,83,2,270,0,125,1,110,3,165,0,185,1,280
29299,999.99,0.90,0.90,999.99,0.46,0.47,6.09,11.92,4.43,11.65,14.14,15.45,2.54,41,235,2,110,31,353,2,165,17,94,12,141,6,140,4,210
29300,999.99,104.61,104.61,3.62,3.62,4.24,18.43,32.50,2.39,6.23,12.80,4.18,4.33,2,235,0,110,5,353,0,165,0,102,2,153,0,185,0,280
29301,999.99,3.06,3.41,2.50,1.00,1.11,6.28,107.91,3.12,24.37,17.73,1.45,2.84,45,180,3,83,37,270,3,125,3,102,2,153,3,185,1,280
29302,999.99,112.52,112.52,999.99,4.58,4.58,27.69,17.82,8.22,19.05,48.70,23.44,7.79,2,235,0,110,5,353,1,165,0,86,0,129,0,140,1,210
29303,999.99,999.99,999.99,999.99,999.99,1644.74,21.96,61.54,18.96,49.61,30.56,54.72,10.89,4,235,0,110,1,353,0,165,2,94,0,141,0,140,0,210
29304,999.99,81.38,81.38,999.99,22.58,22.58,33.90,173.98,39.21,158.96,999.99,999.99,5.94,4,180,0,83,1,270,0,125,3,94,0,141,0,185,0,280
29305,999.99,144.81,144.81,999.99,17.64,17.64,53.19,77.48,13.41,57.84,999.99,999.99,8.68,6,235,0,110,1,353,0,165,1,102,0,153,1,140,0,210
29306,999.99,21.46,23.08,1.89,1.40,1.41,7.12,16.98,2.58,4.89,8.61,1.58,4.89,13,180,0,83,288,270,12,125,3,86,78,129,3,140,78,210
29308,999.99,0.90,0.90,999.99,0.46,0.47,6.09,11.92,4.43,11.65,14.14,15.45,2.54,41,235,2,110,31,353,2,165,17,94,12,141,6,140,4,210
29309,999.99,53.54,56.38,4.20,4.20,4.51,11.38,21.75,2.71,6.02,10.61,14.82,2.84,7,235,0,110,4,353,0,165,6,110,3,165,1,140,0,210
29310,999.99,999.99,5208.01,999.99,26.69,26.69,115.22,251.68,13.85,239.92,999.99,999.99,36.33,1,180,0,83,0,270,0,125,1,102,0,153,1,140,0,210
29311,999.99,4.34,4.63,999.99,2.57,2.64,9.30,17.59,9.82,14.07,37.35,999.99,3.13,21,235,1,110,3,353,0,165,23,94,2,141,7,185,0,280
29312,999.99,29.18,29.18,999.99,13.44,13.75,9.30,16.47,6.99,16.26,18.77,15.30,7.04,5,180,0,83,3,270,0,125,1,110,1,165,0,185,0,280
29313,999.99,9.57,9.57,999.99,4.53,4.96,10.26,136.31,5.49,129.85,21.51,15.54,3.05,12,180,1,83,8,270,1,125,3,86,2,129,2,185,1,280
29314,999.99,121.42,121.42,999.99,1.50,1.50,76.82,22.23,5.45,24.30,999.99,58.41,12.58,2,235,0,110,12,353,0,165,0,102,2,153,0,140,0,210
29315,999.99,999.99,999.99,999.99,4.14,4.14,9.27,12.68,4.54,11.49,14.85,21.28,3.26,9,180,0,83,3,270,0,125,1,102,0,153,1,140,0,210
29316,999.99,4.10,4.10,999.99,2.41,2.41,7.22,76.99,4.75,65.27,15.47,19.00,2.00,29,235,2,110,12,353,1,165,41,110,11,165,13,140,4,210
29317,999.99,999.99,999.99,999.99,5.46,5.46,20.06,217.46,3.86,242.49,66.89,18.28,8.41,1,180,0,83,1,270,0,125,0,94,3,141,0,140,1,210
29318,999.99,700.04,700.04,8.25,7.13,8.15,49.45,16.92,5.62,12.33,59.39,39.67,7.86,3,235,0,110,3,353,0,165,0,102,0,153,0,140,0,210
29319,999.99,202.30,202.30,999.99,17.35,17.35,27.64,153.23,6.95,150.57,47.18,39.96,9.83,4,180,0,83,3,270,0,125,0,102,0,153,0,140,0,210
29320,999.99,999.99,3200.84,999.99,48.79,48.79,201.84,663.74,33.64,750.79,999.99,999.99,30.57,1,235,0,110,1,353,0,165,0,86,1,129,0,185,1,280
29321,999.99,999.99,999.99,999.99,999.99,999.99,52.63,427.12,33.91,453.81,999.99,999.99,14.47,2,235,0,110,2,353,0,165,0,86,1,129,2,185,2,280
29322,999.99,17.14,17.14,999.99,7.19,7.19,19.22,35.37,12.50,35.57,54.76,39.93,4.64,9,180,0,83,14,270,1,125,3,86,4,129,2,140,4,210
29323,999.99,10.41,10.41,999.99,14.98,14.98,33.80,266.37,53.22,233.48,82.88,999.99,3.69,6,235,0,110,2,353,0,165,3,102,1,153,1,185,0,280
29324,999.99,61.63,61.63,999.99,13.57,13.57,14.95,31.07,5.57,21.59,33.61,999.99,5.92,12,180,0,83,1,270,0,125,4,86,0,129,7,185,1,280
29325,44.07,26.81,28.30,8.06,7.99,8.41,12.27,25.18,5.89,20.63,10.85,7.24,2.65,27,235,2,110,29,353,2,165,1,86,1,129,2,185,3,280
29327,999.99,3.79,3.79,999.99,2.66,2.70,12.75,49.30,10.61,45.46,27.98,32.64,1.80,9,180,1,83,11,270,1,125,7,86,10,129,3,140,4,210
29328,999.99,3.79,3.79,999.99,2.66,2.70,12.75,49.30,10.61,45.46,27.98,32.64,1.80,9,180,1,83,11,270,1,125,7,86,10,129,3,140,4,210
29329,999.99,999.99,999.99,999.99,999.99,999.99,40.63,77.41,8.10,91.27,76.58,25.84,9.88,1,235,0,110,2,353,0,165,0,102,1,153,0,140,0,210
29330,999.99,999.99,999.99,999.99,999.99,999.99,142.65,999.99,11.70,999.99,999.99,999.99,13.50,2,180,0,83,1,270,0,125,1,86,0,129,1,185,0,280
29331,999.99,999.99,999.99,999.99,999.99,999.99,142.65,999.99,11.70,999.99,999.99,999.99,13.50,2,180,0,83,1,270,0,125,1,86,0,129,1,185,0,280
29332,999.99,999.99,999.99,999.99,999.99,999.99,97.49,360.07,55.10,364.42,999.99,999.99,58.80,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29333,999.99,999.99,999.99,999.99,999.99,999.99,10.72,15.97,7.93,13.75,19.09,24.31,17.87,1,235,0,110,3,353,0,165,1,86,0,129,0,140,0,210
29334,999.99,4.29,4.50,999.99,3.98,4.05,9.43,166.43,11.01,131.22,14.96,16.40,1.85,30,235,1,110,38,353,2,165,30,110,34,165,5,185,6,280
29335,999.99,55.25,55.25,999.99,2.37,2.47,29.55,24.78,6.49,28.49,86.68,52.62,9.41,3,180,0,83,6,270,1,125,1,102,3,153,0,185,1,280
29336,999.99,18.34,20.90,999.99,13.13,15.48,7.27,37.28,5.72,35.05,29.53,29.29,6.58,7,235,0,110,5,353,0,165,8,86,5,129,2,140,1,210
29337,999.99,295.14,295.14,999.99,19.83,19.83,55.53,368.77,20.83,470.08,999.99,58.58,16.69,2,180,0,83,2,270,0,125,1,102,3,153,1,185,1,280
29339,999.99,7.82,9.82,999.99,3.94,6.17,4.70,8.82,2.99,8.74,15.70,2.79,3.64,11,235,0,110,7,353,0,165,3,102,2,153,4,140,2,210
29340,999.99,49.74,49.74,999.99,8.25,8.25,16.19,108.87,7.14,97.71,24.63,34.98,5.18,25,180,1,83,11,270,1,125,3,86,1,129,1,140,0,210
29343,999.99,999.99,999.99,999.99,999.99,999.99,22.24,164.88,44.81,181.03,81.36,999.99,9.24,2,180,0,83,1,270,0,125,0,110,0,165,0,185,0,280
29344,999.99,999.99,999.99,999.99,999.99,999.99,22.24,164.88,44.81,181.03,81.36,999.99,9.24,2,180,0,83,1,270,0,125,0,110,0,165,0,185,0,280
29345,999.99,999.99,999.99,999.99,1.58,1.70,100.97,15.78,4.17,20.16,999.99,22.38,15.33,0,235,0,110,18,353,1,165,0,102,2,153,0,185,1,280
29347,999.99,33.52,33.52,999.99,16.61,16.61,28.07,523.88,18.66,472.85,88.26,93.40,5.52,8,235,0,110,5,353,0,165,7,102,4,153,1,185,0,280
29348,999.99,999.99,999.99,999.99,17.98,17.98,149.75,50.21,13.75,56.51,999.99,999.99,20.25,0,180,0,83,1,270,0,125,2,102,8,153,2,140,7,210
29349,999.99,20.98,20.98,999.99,4.63,4.63,43.62,534.40,13.43,437.82,48.90,70.41,5.36,7,235,0,110,2,353,0,165,20,94,6,141,2,185,1,280
29350,999.99,505.85,505.85,10.40,3.60,3.60,40.23,12.46,3.07,9.46,32.46,25.47,14.42,3,180,0,83,3,270,0,125,0,86,0,129,0,140,0,210
29351,999.99,999.99,999.99,999.99,999.99,999.99,16.09,32.00,13.26,26.70,39.22,99.42,1.97,5,180,0,83,0,270,0,125,3,102,0,153,2,185,0,280
29352,999.99,62.74,62.74,999.99,2.67,2.75,40.50,142.58,6.32,166.08,999.99,45.02,7.50,8,180,1,83,19,270,2,125,8,110,31,165,5,140,19,210
29353,999.99,999.99,999.99,999.99,999.99,999.99,51.67,580.62,27.08,623.00,999.99,85.63,15.45,1,180,0,83,1,270,0,125,2,102,2,153,1,140,1,210
29354,999.99,999.99,999.99,999.99,2.12,2.12,51.36,12.43,5.10,14.03,999.99,25.51,20.40,5,235,0,110,70,353,4,165,1,86,66,129,0,185,14,280
29355,999.99,999.99,999.99,999.99,999.99,999.99,20.45,188.41,9.06,286.28,43.95,27.09,20.82,0,235,0,110,2,353,0,165,0,102,0,153,0,185,0,280
29356,999.99,999.99,999.99,999.99,999.99,999.99,123.17,999.99,46.88,999.99,999.99,999.99,11.83,0,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
29357,999.99,27.71,27.71,999.99,3.56,3.59,18.80,23.53,6.13,22.74,46.11,47.75,5.05,21,180,1,83,12,270,1,125,13,94,7,141,1,185,1,280
29358,999.99,46.84,46.84,999.99,9.88,9.88,41.20,90.63,31.12,85.89,999.99,999.99,3.61,3,235,0,110,1,353,0,165,1,86,0,129,0,185,0,280
29359,999.99,84.27,84.27,999.99,15.08,15.08,25.90,288.19,12.01,247.81,33.51,60.27,6.26,6,180,0,83,1,270,0,125,5,86,1,129,6,140,1,210
29360,999.99,91.34,91.34,999.99,6.12,6.12,34.02,29.48,11.64,26.28,999.99,999.99,12.16,10,235,0,110,2,353,0,165,5,110,1,165,1,140,0,210
29361,999.99,24.64,24.64,999.99,15.25,15.25,19.83,73.54,17.51,67.34,62.18,71.32,4.72,23,180,1,83,10,270,1,125,6,102,2,153,8,185,3,280
29362,999.99,758.24,758.24,999.99,8.04,8.45,44.39,163.47,6.87,195.57,77.40,21.20,16.12,3,235,0,110,10,353,1,165,0,86,2,129,0,140,1,210
29363,999.99,999.99,999.99,999.99,25.70,25.70,22.65,22.17,12.07,22.81,42.25,49.38,10.88,5,180,0,83,13,270,1,125,5,102,18,153,2,140,8,210
29364,999.99,999.99,999.99,999.99,999.99,999.99,7.24,32.22,10.70,28.72,22.20,34.32,1.45,5,235,0,110,3,353,0,165,5,102,2,153,1,185,0,280
29366,999.99,999.99,28080.97,173.52,13.86,13.86,248.53,118.17,5.47,143.75,999.99,53.05,32.17,1,180,0,83,5,270,0,125,0,86,3,129,1,185,6,280
29367,999.99,999.99,28080.97,173.52,13.86,13.86,248.53,118.17,5.47,143.75,999.99,53.05,32.17,1,180,0,83,5,270,0,125,0,86,3,129,1,185,6,280
29368,999.99,275.97,275.97,999.99,1.97,2.05,15.68,5.16,4.83,4.79,25.62,999.99,16.15,3,235,0,110,11,353,1,165,1,86,11,129,0,140,2,210
29369,999.99,28.21,28.21,999.99,5.82,5.82,28.46,56.24,12.45,65.12,999.99,76.24,7.60,4,180,0,83,3,270,1,125,15,102,27,153,4,185,6,280
29370,999.99,999.99,999.99,999.99,1.40,1.40,30.59,61.28,6.55,66.77,56.76,25.28,4.79,2,235,0,110,9,353,1,165,0,102,1,153,0,185,0,280
29371,999.99,3.36,3.36,999.99,13.79,13.79,6.06,150.80,7.52,137.09,15.02,18.77,2.17,11,180,1,83,4,270,0,125,2,86,1,129,1,140,1,210
29372,999.99,999.99,999.99,999.99,28.17,28.17,19.73,20.77,12.16,18.40,43.65,999.99,2.94,2,235,0,110,0,353,0,165,1,102,0,153,2,140,0,210
29373,999.99,999.99,999.99,999.99,23.54,23.54,53.89,229.47,11.35,167.21,83.18,999.99,5.79,5,235,0,110,0,353,0,165,1,86,0,129,1,140,0,210
29374,999.99,999.99,999.99,999.99,50.84,50.84,95.22,168.91,13.30,165.63,89.21,999.99,28.20,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29375,999.99,999.99,999.99,999.99,7.61,7.61,12.97,15.87,7.16,13.59,26.60,11.20,3.11,7,235,1,110,52,353,5,165,8,86,60,129,2,140,16,210
29376,999.99,999.99,999.99,999.99,3.83,3.83,26.76,15.05,3.75,14.69,41.67,28.61,119.00,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29378,999.99,999.99,999.99,999.99,999.99,999.99,107.47,42.23,14.19,43.30,999.99,81.83,110.00,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29379,999.99,999.99,999.99,999.99,999.99,999.99,107.78,333.16,87.39,246.00,999.99,999.99,14.70,1,235,0,110,0,353,0,165,1,102,0,153,3,185,0,280
29380,999.99,999.99,999.99,999.99,999.99,999.99,16.83,36.96,14.82,41.10,31.70,58.39,23.00,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
29381,999.99,999.99,999.99,999.99,16.95,16.95,33.82,38.50,20.73,36.53,61.06,999.99,11.94,1,235,0,110,0,353,0,165,1,102,0,153,0,140,0,210
29382,999.99,4.75,4.75,999.99,4.14,4.14,5.18,17.16,8.74,12.07,14.13,61.50,3.37,41,180,1,83,10,270,1,125,2,102,0,153,1,140,0,210
29383,999.99,80.88,80.88,999.99,1.54,1.54,13.98,31.14,4.79,28.52,20.15,20.69,4.47,11,180,1,83,8,270,1,125,19,86,10,129,9,140,5,210
29384,999.99,80.88,80.88,999.99,1.54,1.54,13.98,31.14,4.79,28.52,20.15,20.69,4.47,11,180,1,83,8,270,1,125,19,86,10,129,9,140,5,210
29385,999.99,999.99,999.99,1.21,1.21,1.86,8.63,6.44,2.46,1.35,26.71,9.79,3.33,6,180,0,83,5,270,0,125,1,102,2,153,2,185,2,280
29386,999.99,34.61,34.61,10.21,5.96,5.96,25.40,357.42,7.45,252.83,27.43,38.78,5.18,3,180,0,83,1,270,0,125,1,102,0,153,0,140,0,210
29388,999.99,234.16,234.16,999.99,8.25,8.25,47.95,69.57,12.52,93.21,90.20,42.65,16.08,1,180,0,83,3,270,0,125,0,86,1,129,0,140,1,210
29389,999.99,999.99,999.99,999.99,999.99,999.99,65.54,151.45,45.43,170.01,999.99,999.99,19.43,0,180,0,83,1,270,0,125,0,86,1,129,0,185,0,280
29390,999.99,999.99,999.99,999.99,999.99,999.99,22.27,378.86,15.16,348.39,41.36,47.36,4.95,5,235,0,110,3,353,0,165,17,110,9,165,3,185,2,280
29391,999.99,999.99,999.99,999.99,999.99,999.99,157.08,277.84,25.45,241.15,999.99,999.99,16.89,2,235,0,110,0,353,0,165,2,86,0,129,1,185,0,280
29392,999.99,999.99,999.99,999.99,999.99,999.99,279.70,79.16,24.39,78.04,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
29393,999.99,999.99,999.99,999.99,999.99,999.99,157.08,277.84,25.45,241.15,999.99,999.99,16.89,2,235,0,110,0,353,0,165,2,86,0,129,1,185,0,280
29394,999.99,108.57,108.57,999.99,15.50,15.72,20.66,25.40,7.12,19.76,55.16,999.99,5.27,6,180,0,83,1,270,0,125,4,102,0,153,1,140,0,210
29395,999.99,78.34,78.34,999.99,4.87,4.87,18.30,22.97,5.79,24.96,62.02,30.72,6.81,5,235,0,110,8,353,1,165,3,86,6,129,3,140,7,210
29396,999.99,999.99,999.99,999.99,40.22,40.22,65.76,40.66,16.56,40.66,999.99,93.47,7.11,1,235,0,110,1,353,0,165,2,86,1,129,5,140,5,210
29397,999.99,5.83,5.93,2.73,1.40,1.46,7.50,30.76,3.51,1.69,22.89,18.84,2.33,25,235,1,110,31,353,2,165,10,86,16,129,1,140,2,210
29398,999.99,15.82,15.82,999.99,3.80,4.52,8.80,57.94,4.60,50.48,28.50,40.09,4.11,29,180,2,83,8,270,1,125,13,94,3,141,5,140,1,210
29399,999.99,999.99,999.99,999.99,23.54,23.54,53.89,229.47,11.35,167.21,83.18,999.99,5.79,5,235,0,110,0,353,0,165,1,86,0,129,1,140,0,210
29400,999.99,999.99,999.99,999.99,999.99,999.99,17.36,255.04,22.87,207.89,32.26,70.43,4.94,20,180,1,83,1,270,0,125,11,102,0,153,15,185,1,280
29401,999.99,999.99,999.99,999.99,8.54,8.54,28.38,20.04,5.32,22.80,31.75,26.57,10.39,1,180,0,83,2,270,0,125,0,102,1,153,0,185,1,280
29402,999.99,262.70,262.70,3.04,3.04,7.45,5.37,15.96,1.39,1.26,14.77,1.82,6.07,3,235,0,110,4,353,1,165,2,86,0,129,3,185,0,280
29403,999.99,999.99,999.99,999.99,999.99,999.99,75.78,463.52,17.38,526.37,999.99,53.93,23.17,0,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
29404,999.99,999.99,999.99,999.99,999.99,999.99,8.69,25.68,7.44,18.45,16.20,25.08,6.17,8,235,0,110,1,353,0,165,1,86,0,129,1,140,0,210
29406,999.99,155.42,155.42,999.99,4.09,4.55,27.83,102.58,5.05,122.04,45.22,14.00,8.70,6,180,1,83,23,270,2,125,1,86,4,129,0,140,1,210
29407,999.99,177.43,177.43,999.99,2.55,2.55,33.78,21.81,8.07,25.34,62.35,29.90,11.14,2,180,0,83,4,270,0,125,0,86,2,129,0,140,2,210
29408,999.99,999.99,999.99,999.99,3.61,3.61,10.19,38.03,4.31,37.86,32.27,12.53,2.56,4,235,0,110,3,353,0,165,2,94,1,141,1,140,1,210
29409,999.99,114.83,114.83,999.99,65.26,65.26,12.46,20.10,14.60,16.35,15.35,31.74,3.84,12,180,1,83,2,270,0,125,8,110,1,165,1,185,0,280
29410,999.99,999.99,999.99,999.99,21.08,21.08,21.74,14.46,4.04,14.73,42.01,22.80,14.25,2,235,0,110,2,353,0,165,1,94,1,141,0,140,0,210
29411,999.99,999.99,999.99,999.99,5.59,5.59,38.98,113.95,9.14,100.00,999.99,76.63,6.17,9,180,0,83,11,270,0,125,1,102,1,153,0,185,0,280
29413,999.99,999.99,999.99,999.99,999.99,999.99,14.21,14.64,6.39,14.78,38.95,70.53,8.74,3,180,0,83,2,270,0,125,0,86,0,129,0,185,0,280
29414,999.99,999.99,999.99,999.99,999.99,999.99,14.21,14.64,6.39,14.78,38.95,70.53,8.74,3,180,0,83,2,270,0,125,0,86,0,129,0,185,0,280
29416,999.99,999.99,999.99,999.99,999.99,999.99,99.42,127.56,38.84,120.67,999.99,999.99,33.25,1,180,0,83,0,270,0,125,3,102,1,153,1,140,0,210
29417,999.99,98.13,98.13,999.99,16.52,16.52,17.43,65.07,10.91,50.42,25.88,56.23,7.11,9,235,1,110,2,353,0,165,2,102,0,153,3,140,1,210
29418,999.99,197.15,197.15,999.99,140.00,140.00,6.54,27.87,9.51,21.86,13.89,36.04,10.46,3,180,0,83,0,270,0,125,1,86,0,129,1,140,0,210
29419,999.99,999.99,999.99,999.99,6.30,6.30,145.61,44.83,10.52,60.86,999.99,38.19,39.00,0,180,0,83,13,270,1,125,0,102,4,153,0,185,1,280
29420,999.99,999.99,999.99,999.99,12.81,12.81,22.86,12.75,10.31,12.38,34.11,31.97,5.57,7,180,0,83,4,270,0,125,6,110,3,165,1,140,1,210
29421,999.99,999.99,999.99,3.00,3.00,4.47,53.40,7.45,1.66,3.01,24.45,2.55,86.00,0,235,0,110,2,353,0,165,0,94,1,141,0,185,0,280
29422,999.99,999.99,999.99,999.99,999.99,999.99,12.93,48.65,9.97,47.86,49.83,59.85,1.71,8,235,0,110,7,353,0,165,4,86,3,129,2,185,2,280
29424,999.99,999.99,999.99,999.99,999.99,999.99,52.32,49.63,18.37,56.82,89.76,75.08,34.00,0,235,0,110,1,353,0,165,0,86,0,129,0,185,0,280
29425,999.99,999.99,999.99,999.99,5.67,5.67,27.95,80.61,5.98,81.35,45.12,29.59,6.29,7,180,1,83,15,270,1,125,1,102,3,153,1,140,3,210
29426,999.99,999.99,999.99,999.99,999.99,999.99,41.77,177.15,8.54,202.67,60.38,24.92,53.75,0,235,0,110,2,353,0,165,0,86,0,129,0,185,0,280
29427,999.99,999.99,999.99,999.99,128.65,128.65,28.32,30.36,6.56,24.29,28.05,56.08,7.25,1,180,0,83,0,270,0,125,5,94,0,141,0,185,0,280
29428,999.99,999.99,999.99,999.99,999.99,999.99,233.01,230.27,58.89,193.67,999.99,999.99,40.33,0,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
29429,999.99,999.99,999.99,999.99,25.28,25.28,93.27,839.77,15.35,999.99,999.99,77.98,26.00,1,180,0,83,1,270,0,125,0,86,1,129,0,140,1,210
29430,999.99,999.99,999.99,999.99,999.99,999.99,41.77,177.15,8.54,202.67,60.38,24.92,53.75,0,235,0,110,2,353,0,165,0,86,0,129,0,185,0,280
29431,999.99,999.99,999.99,999.99,25.28,25.28,93.27,839.77,15.35,999.99,999.99,77.98,26.00,1,180,0,83,1,270,0,125,0,86,1,129,0,140,1,210
29433,999.99,999.99,999.99,999.99,5.50,5.50,44.06,42.16,8.07,44.71,61.55,53.37,17.94,4,180,0,83,3,270,0,125,7,110,9,165,0,185,0,280
29434,999.99,999.99,999.99,999.99,999.99,999.99,23.56,224.60,13.57,172.48,48.48,62.34,4.88,14,235,1,110,9,353,1,165,1,86,0,129,1,140,0,210
29435,999.99,999.99,999.99,999.99,999.99,999.99,9.98,9.39,10.73,9.49,33.50,54.26,14.33,0,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
29436,999.99,999.99,999.99,999.99,999.99,999.99,9.98,9.39,10.73,9.49,33.50,54.26,14.33,0,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
29437,999.99,999.99,999.99,999.99,15.32,15.32,44.79,98.54,4.09,98.54,67.93,50.65,84.33,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
29438,999.99,999.99,999.99,999.99,999.99,999.99,15.59,152.47,4.90,142.50,37.21,16.87,5.89,3,235,0,110,1,353,0,165,1,86,0,129,2,140,0,210
29439,999.99,999.99,999.99,999.99,999.99,999.99,44.15,30.26,6.33,29.88,62.16,25.03,21.44,0,180,0,83,1,270,0,125,0,102,0,153,0,185,0,280
29440,999.99,89.89,89.89,999.99,28.69,28.69,32.98,190.88,27.21,151.47,58.66,999.99,8.65,8,180,0,83,1,270,0,125,20,94,2,141,5,185,0,280
29441,999.99,999.99,999.99,15.33,6.84,6.84,143.89,331.54,11.05,294.72,999.99,999.99,10.12,0,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
29442,999.99,60.92,60.92,999.99,14.65,14.65,39.65,365.78,29.52,294.57,999.99,999.99,6.51,9,180,0,83,0,270,0,125,5,86,0,129,3,185,0,280
29443,999.99,999.99,999.99,999.99,4.76,4.76,36.03,93.58,10.27,118.57,65.63,29.57,8.65,3,235,0,110,5,353,1,165,2,94,16,141,0,140,1,210
